TransactionID,CustomerID,TransactionDate,TransactionType,Amount,ProductCategory,ProductSubcategory,BranchCity,BranchLat,BranchLong,Channel,Currency,CreditCardFees,InsuranceFees,LatePaymentAmount,CustomerScore,MonthlyIncome,CustomerSegment,RecommendedOffer
13085,8087,10/05/2025 00:00,Loan Payment,5513.882819,Checking Account,Business,Madrid,40.4168,-3.7038,Branch,EUR,0,0,196.45,695,6806.05,,
13086,5787,18/02/2024 00:00,Withdrawal,3701.621487,Credit Card,Platinum,Seville,37.3891,-5.9845,Mobile,EUR,3.22,0,0,442,8074.19,,
13087,8862,29/11/2023 00:00,Fee,10900.02836,Mortgage,Student,Murcia,37.9847,-1.1287,Online,USD,0,0,0,360,9000.84,,
13088,7356,23/10/2023 00:00,Deposit,2598.931511,Mortgage,Standard,Valencia,39.4699,-0.3763,Online,EUR,0,0,0,343,9017.39,,
13089,4742,29/04/2024 00:00,Transfer,4170.270326,Savings Account,Platinum,Malaga,36.7213,-4.4214,ATM,EUR,0,0,0,394,6935.23,,
13090,3035,05/09/2023 00:00,Card Payment,14649.23284,Mortgage,Gold,Zaragoza,41.6488,-0.8891,ATM,EUR,0,0,0,624,8718.08,,
13091,2967,01/06/2024 00:00,Fee,3820.891408,Savings Account,Gold,Seville,37.3891,-5.9845,Online,USD,0,0,0,767,2026.39,,
13092,9291,20/01/2025 00:00,Transfer,5360.480627,Mortgage,Student,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,0,737,1846.95,,
13093,2852,28/10/2023 00:00,Card Payment,5434.963833,Credit Card,Platinum,Malaga,36.7213,-4.4214,Branch,USD,12.35,0,0,630,3632.64,,
13094,4183,13/08/2024 00:00,Transfer,5224.058095,Checking Account,Student,Barcelona,41.3874,2.1686,Online,EUR,0,0,0,751,2697.43,,
13095,7618,13/12/2023 00:00,Withdrawal,2404.809649,Loan,Student,Madrid,40.4168,-3.7038,ATM,EUR,0,50.94,0,377,5591.6,,
13096,9303,21/02/2024 00:00,Transfer,2211.633934,Checking Account,Student,Zaragoza,41.6488,-0.8891,Online,USD,0,0,0,619,4680.82,,
13097,1182,06/04/2024 00:00,Fee,11949.26504,Mortgage,Business,Barcelona,41.3874,2.1686,ATM,EUR,0,0,0,555,8746.53,,
13098,7740,04/10/2024 00:00,Deposit,7371.671231,Checking Account,Platinum,Barcelona,41.3874,2.1686,Mobile,EUR,0,0,0,480,6528.02,,
13099,1164,21/11/2023 00:00,Withdrawal,4067.83903,Mortgage,Gold,Zaragoza,41.6488,-0.8891,Branch,EUR,0,0,0,702,6470.16,,
13100,7958,13/11/2023 00:00,Loan Payment,740.4081647,Savings Account,Business,Malaga,36.7213,-4.4214,Mobile,USD,0,0,19.36,361,5502.53,,
13101,3137,28/02/2023 00:00,Deposit,12188.44147,Loan,Student,Bilbao,43.263,-2.935,ATM,EUR,0,5.89,0,417,3936.58,,
13102,1454,14/08/2023 00:00,Fee,1599.417511,Savings Account,Gold,Malaga,36.7213,-4.4214,Online,EUR,0,0,0,741,4227.75,,
13103,3285,24/10/2024 00:00,Withdrawal,9668.618646,Loan,Student,Madrid,40.4168,-3.7038,Online,EUR,0,76.56,0,637,9496.08,,
13104,8846,25/02/2024 00:00,Card Payment,1893.628449,Savings Account,Business,Malaga,36.7213,-4.4214,Branch,EUR,0,0,0,797,1381.91,,
13105,5822,08/09/2023 00:00,Card Payment,4734.315537,Savings Account,Standard,Malaga,36.7213,-4.4214,Branch,EUR,0,0,0,454,3356.14,,
13106,1541,18/08/2023 00:00,Transfer,4678.251553,Checking Account,Student,Barcelona,41.3874,2.1686,Branch,EUR,0,0,0,376,3043.72,,
13107,7033,19/03/2023 00:00,Deposit,5161.487848,Loan,Student,Barcelona,41.3874,2.1686,Branch,EUR,0,16.13,0,811,9512.72,,
13108,3665,17/03/2025 00:00,Withdrawal,1397.033617,Checking Account,Gold,Malaga,36.7213,-4.4214,Online,EUR,0,0,0,599,7019.19,,
13109,8149,03/12/2023 00:00,Loan Payment,1278.565327,Savings Account,Gold,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,0,94.66,687,5261.64,,
13110,6798,24/04/2024 00:00,Loan Payment,6683.677695,Checking Account,Student,Madrid,40.4168,-3.7038,Mobile,USD,0,0,143.96,804,1173.51,,
13111,6785,02/02/2025 00:00,Loan Payment,862.5408266,Mortgage,Platinum,Barcelona,41.3874,2.1686,Branch,EUR,0,0,175.13,406,7308.68,,
13112,5614,28/12/2024 00:00,Card Payment,786.5477503,Savings Account,Gold,Seville,37.3891,-5.9845,Branch,USD,0,0,0,835,7222.54,,
13113,5292,18/10/2024 00:00,Withdrawal,2882.178779,Mortgage,Standard,Seville,37.3891,-5.9845,ATM,USD,0,0,0,342,9025.6,,
13114,7189,18/05/2025 00:00,Deposit,357.1902252,Savings Account,Standard,Malaga,36.7213,-4.4214,Mobile,USD,0,0,0,398,2187.64,,
13115,7673,15/01/2024 00:00,Transfer,10220.65211,Mortgage,Student,Seville,37.3891,-5.9845,ATM,EUR,0,0,0,823,1074.92,,
13116,2688,04/09/2023 00:00,Deposit,14621.14651,Mortgage,Gold,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,726,7952.33,,
13117,6095,02/09/2023 00:00,Transfer,698.6331346,Savings Account,Standard,Seville,37.3891,-5.9845,ATM,EUR,0,0,0,770,6574.85,,
13118,8583,09/02/2025 00:00,Deposit,11907.0238,Mortgage,Business,Barcelona,41.3874,2.1686,ATM,EUR,0,0,0,460,8108.99,,
13119,8824,22/09/2024 00:00,Deposit,2201.788983,Loan,Standard,Malaga,36.7213,-4.4214,Mobile,EUR,0,19.48,0,394,3885.32,,
13120,2637,17/01/2025 00:00,Withdrawal,14509.63559,Mortgage,Gold,Seville,37.3891,-5.9845,Branch,EUR,0,0,0,830,3817.47,,
13121,6966,07/03/2024 00:00,Loan Payment,2531.661602,Savings Account,Student,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,0,110.27,453,9309.34,,
13122,5670,26/10/2024 00:00,Loan Payment,10525.00305,Loan,Standard,Bilbao,43.263,-2.935,Online,EUR,0,25.45,173.32,808,8203.82,,
13123,6203,24/10/2024 00:00,Loan Payment,2127.985862,Loan,Student,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,62.56,84.26,621,6468.77,,
13124,6134,13/10/2023 00:00,Loan Payment,10993.12641,Loan,Business,Madrid,40.4168,-3.7038,ATM,EUR,0,6.5,51.38,359,9402.94,,
13125,2890,24/01/2023 00:00,Deposit,643.7794164,Checking Account,Standard,Valencia,39.4699,-0.3763,ATM,EUR,0,0,0,783,6904.31,,
13126,4205,07/02/2025 00:00,Loan Payment,296.3672115,Loan,Student,Seville,37.3891,-5.9845,ATM,EUR,0,57.64,171.33,479,9296.16,,
13127,9669,05/07/2024 00:00,Deposit,5530.679506,Checking Account,Standard,Murcia,37.9847,-1.1287,Branch,USD,0,0,0,604,2086.07,,
13128,3366,25/09/2023 00:00,Transfer,1050.657232,Credit Card,Standard,Bilbao,43.263,-2.935,Mobile,EUR,43.55,0,0,701,4809.91,,
13129,8559,09/03/2025 00:00,Fee,12902.36752,Mortgage,Gold,Seville,37.3891,-5.9845,Branch,EUR,0,0,0,630,7086.77,,
13130,3526,01/10/2023 00:00,Fee,4847.590852,Checking Account,Gold,Murcia,37.9847,-1.1287,ATM,EUR,0,0,0,451,7459.79,,
13131,8807,12/04/2023 00:00,Transfer,1654.296183,Savings Account,Platinum,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,0,349,1779.1,,
13132,1366,19/03/2025 00:00,Deposit,3451.736229,Loan,Gold,Valencia,39.4699,-0.3763,Branch,EUR,0,63.67,0,315,2663.39,,
13133,7521,19/03/2025 00:00,Loan Payment,413.2410926,Savings Account,Gold,Bilbao,43.263,-2.935,Mobile,EUR,0,0,37.32,807,9791.43,,
13134,7606,31/01/2025 00:00,Withdrawal,8530.443893,Loan,Platinum,Malaga,36.7213,-4.4214,ATM,EUR,0,19.45,0,702,2347.21,,
13135,1012,19/09/2024 00:00,Deposit,4574.607726,Savings Account,Platinum,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,0,0,301,8838.36,,
13136,9727,18/02/2023 00:00,Deposit,11279.45454,Mortgage,Standard,Valencia,39.4699,-0.3763,Branch,EUR,0,0,0,374,7945.85,,
13137,4239,25/02/2024 00:00,Transfer,9234.591041,Mortgage,Standard,Malaga,36.7213,-4.4214,ATM,EUR,0,0,0,356,5789.17,,
13138,3317,22/04/2025 00:00,Transfer,1169.744434,Credit Card,Standard,Murcia,37.9847,-1.1287,Branch,EUR,19.8,0,0,406,4257.9,,
13139,5042,12/01/2023 00:00,Withdrawal,4129.12878,Savings Account,Gold,Malaga,36.7213,-4.4214,Online,EUR,0,0,0,588,6610.8,,
13140,8485,17/10/2023 00:00,Loan Payment,9443.042907,Credit Card,Student,Seville,37.3891,-5.9845,Mobile,EUR,22.1,0,117.39,775,8765.55,,
13141,1375,02/11/2023 00:00,Fee,1314.629024,Savings Account,Student,Malaga,36.7213,-4.4214,Online,EUR,0,0,0,452,1564.94,,
13142,1256,25/05/2023 00:00,Card Payment,6272.012354,Mortgage,Gold,Bilbao,43.263,-2.935,ATM,EUR,0,0,0,837,2516.16,,
13143,1449,12/07/2024 00:00,Loan Payment,147.081253,Credit Card,Business,Bilbao,43.263,-2.935,Mobile,EUR,24.57,0,108.58,490,7606.13,,
13144,4212,03/10/2023 00:00,Loan Payment,10331.35677,Loan,Standard,Barcelona,41.3874,2.1686,Mobile,EUR,0,59.96,120.78,559,5901.48,,
13145,7175,09/10/2023 00:00,Card Payment,323.700521,Mortgage,Gold,Madrid,40.4168,-3.7038,Online,EUR,0,0,0,546,6698.37,,
13146,6943,02/11/2024 00:00,Card Payment,3797.751144,Checking Account,Business,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,0,548,9095.23,,
13147,9026,31/07/2023 00:00,Deposit,8595.653148,Mortgage,Standard,Barcelona,41.3874,2.1686,Branch,USD,0,0,0,496,2399.15,,
13148,8446,01/01/2023 00:00,Withdrawal,841.6362544,Mortgage,Platinum,Seville,37.3891,-5.9845,Mobile,USD,0,0,0,697,6351.66,,
13149,2308,07/02/2023 00:00,Deposit,1376.267797,Checking Account,Gold,Madrid,40.4168,-3.7038,ATM,EUR,0,0,0,550,9694.58,,
13150,9339,07/05/2025 00:00,Transfer,3945.772561,Savings Account,Business,Zaragoza,41.6488,-0.8891,Branch,USD,0,0,0,761,4723.72,,
13151,5016,09/01/2023 00:00,Card Payment,1975.061101,Checking Account,Student,Seville,37.3891,-5.9845,ATM,EUR,0,0,0,556,5487.81,,
13152,4940,17/11/2023 00:00,Fee,3616.330932,Savings Account,Gold,Barcelona,41.3874,2.1686,Online,EUR,0,0,0,746,1073.37,,
13153,7713,29/09/2023 00:00,Withdrawal,7330.470179,Credit Card,Student,Murcia,37.9847,-1.1287,Mobile,EUR,33.54,0,0,315,1614.2,,
13154,5071,27/05/2024 00:00,Withdrawal,3989.895657,Credit Card,Business,Barcelona,41.3874,2.1686,Mobile,EUR,26.01,0,0,589,7586.3,,
13155,9107,03/01/2025 00:00,Loan Payment,632.7222859,Credit Card,Gold,Barcelona,41.3874,2.1686,ATM,USD,48.62,0,60.51,338,8880.37,,
13156,6912,15/08/2024 00:00,Deposit,91.98408386,Checking Account,Gold,Murcia,37.9847,-1.1287,ATM,EUR,0,0,0,509,2115.14,,
13157,1442,13/04/2023 00:00,Loan Payment,2459.219959,Savings Account,Gold,Madrid,40.4168,-3.7038,Online,EUR,0,0,173.26,805,8404.42,,
13158,3944,04/03/2024 00:00,Loan Payment,898.736766,Loan,Gold,Murcia,37.9847,-1.1287,ATM,EUR,0,75.75,93.76,776,8671.27,,
13159,4936,17/11/2024 00:00,Withdrawal,10828.4492,Mortgage,Platinum,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,334,3525.2,,
13160,1398,14/06/2023 00:00,Fee,2974.456163,Checking Account,Gold,Murcia,37.9847,-1.1287,Branch,EUR,0,0,0,322,1596.71,,
13161,3995,16/06/2023 00:00,Transfer,6686.558098,Credit Card,Business,Zaragoza,41.6488,-0.8891,Branch,EUR,49.49,0,0,383,8682.98,,
13162,7329,17/09/2024 00:00,Loan Payment,5075.255903,Loan,Business,Zaragoza,41.6488,-0.8891,Online,EUR,0,47.24,182.48,483,1909.84,,
13163,3216,29/07/2024 00:00,Card Payment,3136.035304,Savings Account,Platinum,Barcelona,41.3874,2.1686,Mobile,EUR,0,0,0,833,6010.88,,
13164,2707,11/05/2025 00:00,Fee,4155.979525,Savings Account,Gold,Valencia,39.4699,-0.3763,ATM,EUR,0,0,0,315,4600.48,,
13165,6766,17/07/2024 00:00,Card Payment,4412.28617,Savings Account,Gold,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,0,0,377,6403.38,,
13166,6677,19/01/2023 00:00,Loan Payment,139.3173654,Checking Account,Standard,Zaragoza,41.6488,-0.8891,ATM,EUR,0,0,14.33,529,8617.66,,
13167,3568,05/03/2025 00:00,Fee,9623.255165,Mortgage,Standard,Murcia,37.9847,-1.1287,Branch,USD,0,0,0,592,8197.39,,
13168,8638,08/01/2025 00:00,Deposit,8412.04157,Mortgage,Student,Murcia,37.9847,-1.1287,ATM,EUR,0,0,0,405,8304.9,,
13169,1160,20/05/2023 00:00,Card Payment,7914.230045,Loan,Platinum,Bilbao,43.263,-2.935,ATM,EUR,0,21.51,0,511,6541.49,,
13170,9067,09/12/2024 00:00,Transfer,577.4579992,Credit Card,Standard,Valencia,39.4699,-0.3763,ATM,EUR,11.8,0,0,849,4026.34,,
13171,4904,04/06/2024 00:00,Withdrawal,692.7696233,Credit Card,Business,Barcelona,41.3874,2.1686,Online,EUR,3.93,0,0,573,3309.7,,
13172,4573,19/01/2025 00:00,Deposit,4866.025337,Credit Card,Business,Valencia,39.4699,-0.3763,Branch,EUR,22.23,0,0,689,5964.84,,
13173,2825,26/04/2025 00:00,Loan Payment,567.8821166,Credit Card,Business,Murcia,37.9847,-1.1287,ATM,EUR,47.23,0,125.91,847,3146.38,,
13174,6582,14/03/2024 00:00,Loan Payment,9643.003599,Loan,Platinum,Murcia,37.9847,-1.1287,Online,EUR,0,44.88,50.18,681,9451.54,,
13175,2176,29/04/2024 00:00,Transfer,9594.207121,Loan,Business,Murcia,37.9847,-1.1287,ATM,EUR,0,82.32,0,477,6727.77,,
13176,5918,26/04/2023 00:00,Card Payment,589.6239991,Savings Account,Standard,Barcelona,41.3874,2.1686,Online,USD,0,0,0,513,4561.84,,
13177,5880,26/04/2025 00:00,Card Payment,3552.748776,Checking Account,Standard,Murcia,37.9847,-1.1287,Branch,USD,0,0,0,427,7278.68,,
13178,4220,08/12/2023 00:00,Transfer,8871.197163,Mortgage,Student,Murcia,37.9847,-1.1287,Online,EUR,0,0,0,505,3413.39,,
13179,8820,06/05/2023 00:00,Transfer,10672.96937,Loan,Student,Murcia,37.9847,-1.1287,Mobile,USD,0,55.51,0,320,6235.11,,
13180,1130,26/01/2025 00:00,Loan Payment,14727.69576,Mortgage,Platinum,Murcia,37.9847,-1.1287,Branch,EUR,0,0,92.47,400,7928.56,,
13181,7659,26/03/2023 00:00,Loan Payment,90.80270441,Savings Account,Student,Barcelona,41.3874,2.1686,ATM,EUR,0,0,3.54,671,2656.17,,
13182,4562,30/07/2024 00:00,Withdrawal,2378.622832,Savings Account,Platinum,Barcelona,41.3874,2.1686,Online,EUR,0,0,0,346,4336.16,,
13183,2499,07/08/2024 00:00,Transfer,9976.359286,Loan,Gold,Seville,37.3891,-5.9845,ATM,EUR,0,13.66,0,791,9348.08,,
13184,8430,08/02/2024 00:00,Fee,7786.581499,Credit Card,Student,Murcia,37.9847,-1.1287,Online,EUR,2,0,0,607,2701.27,,
13185,8705,18/12/2024 00:00,Withdrawal,4228.741337,Checking Account,Platinum,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,0,322,8748.77,,
13186,8626,09/12/2024 00:00,Fee,2727.800823,Mortgage,Standard,Barcelona,41.3874,2.1686,Mobile,EUR,0,0,0,467,6717.12,,
13187,7679,05/08/2023 00:00,Deposit,8337.050329,Mortgage,Student,Seville,37.3891,-5.9845,ATM,USD,0,0,0,769,2098.78,,
13188,3788,07/01/2023 00:00,Transfer,1956.13387,Savings Account,Student,Malaga,36.7213,-4.4214,Branch,EUR,0,0,0,404,4093.81,,
13189,5876,15/04/2025 00:00,Withdrawal,6104.596978,Mortgage,Platinum,Zaragoza,41.6488,-0.8891,Online,EUR,0,0,0,471,9593.1,,
13190,4708,02/01/2024 00:00,Card Payment,3221.369945,Credit Card,Gold,Murcia,37.9847,-1.1287,Branch,EUR,26.27,0,0,591,7767.01,,
13191,2769,10/11/2023 00:00,Withdrawal,1804.625382,Loan,Student,Barcelona,41.3874,2.1686,Branch,EUR,0,67.43,0,404,6530.67,,
13192,7731,14/03/2023 00:00,Deposit,5758.76042,Checking Account,Platinum,Malaga,36.7213,-4.4214,ATM,EUR,0,0,0,802,5318.94,,
13193,4044,25/10/2024 00:00,Deposit,5526.998895,Checking Account,Gold,Valencia,39.4699,-0.3763,ATM,EUR,0,0,0,378,9922.66,,
13194,1375,10/03/2023 00:00,Deposit,5314.067092,Credit Card,Platinum,Barcelona,41.3874,2.1686,Mobile,EUR,34.25,0,0,649,6667.67,,
13195,7347,02/05/2024 00:00,Withdrawal,5296.038521,Mortgage,Gold,Malaga,36.7213,-4.4214,Branch,EUR,0,0,0,349,7953.91,,
13196,4036,23/05/2024 00:00,Loan Payment,8048.651593,Credit Card,Business,Seville,37.3891,-5.9845,Branch,EUR,11.5,0,97.67,631,6647.69,,
13197,9852,09/12/2024 00:00,Fee,1253.443,Checking Account,Student,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,0,696,8392.53,,
13198,7218,10/12/2024 00:00,Card Payment,4256.191269,Credit Card,Business,Bilbao,43.263,-2.935,Online,EUR,43.09,0,0,577,9906.5,,
13199,1740,06/01/2024 00:00,Card Payment,5098.722373,Checking Account,Platinum,Zaragoza,41.6488,-0.8891,Online,EUR,0,0,0,736,8362.76,,
13200,9495,02/11/2023 00:00,Fee,12242.91245,Mortgage,Business,Malaga,36.7213,-4.4214,Mobile,EUR,0,0,0,636,9893.63,,
13201,2085,13/07/2024 00:00,Card Payment,5068.333938,Checking Account,Gold,Malaga,36.7213,-4.4214,ATM,EUR,0,0,0,339,7432.93,,
13202,2210,01/06/2023 00:00,Deposit,1159.9338,Credit Card,Standard,Zaragoza,41.6488,-0.8891,Branch,EUR,33.11,0,0,395,9154.96,,
13203,9420,02/02/2023 00:00,Card Payment,509.7401653,Savings Account,Business,Seville,37.3891,-5.9845,Online,EUR,0,0,0,792,1244.1,,
13204,4119,04/02/2024 00:00,Loan Payment,400.6719394,Checking Account,Platinum,Murcia,37.9847,-1.1287,Branch,EUR,0,0,34.48,581,6341.36,,
13205,1267,23/03/2024 00:00,Loan Payment,2795.395473,Savings Account,Student,Barcelona,41.3874,2.1686,ATM,USD,0,0,116.47,534,1446.68,,
13206,3774,16/07/2024 00:00,Deposit,1215.571075,Savings Account,Business,Valencia,39.4699,-0.3763,Online,EUR,0,0,0,557,1475.67,,
13207,5349,19/06/2024 00:00,Transfer,799.9407003,Savings Account,Business,Bilbao,43.263,-2.935,Mobile,EUR,0,0,0,574,8334.65,,
13208,5965,10/11/2024 00:00,Withdrawal,840.0954085,Credit Card,Standard,Barcelona,41.3874,2.1686,Branch,EUR,2.36,0,0,535,6330.76,,
13209,9125,09/03/2024 00:00,Transfer,6281.016046,Credit Card,Platinum,Madrid,40.4168,-3.7038,ATM,EUR,37.62,0,0,820,7492,,
13210,4459,09/05/2025 00:00,Loan Payment,11229.48024,Mortgage,Business,Barcelona,41.3874,2.1686,Online,USD,0,0,6.9,380,6345.04,,
13211,1989,25/11/2024 00:00,Deposit,6689.877029,Checking Account,Student,Bilbao,43.263,-2.935,Mobile,EUR,0,0,0,723,8579.12,,
13212,1937,23/10/2023 00:00,Withdrawal,7397.906189,Loan,Gold,Seville,37.3891,-5.9845,ATM,EUR,0,50.57,0,710,5924.42,,
13213,7654,02/08/2024 00:00,Fee,1770.173882,Savings Account,Student,Bilbao,43.263,-2.935,Online,EUR,0,0,0,766,7619.49,,
13214,7989,05/02/2023 00:00,Card Payment,3672.376432,Checking Account,Business,Barcelona,41.3874,2.1686,Branch,EUR,0,0,0,424,5821.61,,
13215,9631,27/07/2023 00:00,Loan Payment,3174.972127,Savings Account,Business,Murcia,37.9847,-1.1287,Online,USD,0,0,0.94,728,3541.56,,
13216,8342,26/03/2023 00:00,Withdrawal,10627.95602,Mortgage,Standard,Seville,37.3891,-5.9845,Mobile,EUR,0,0,0,606,6133.96,,
13217,7023,30/08/2023 00:00,Withdrawal,6310.84898,Credit Card,Platinum,Valencia,39.4699,-0.3763,Mobile,EUR,12.57,0,0,694,6117.35,,
13218,3358,26/03/2023 00:00,Transfer,11943.86309,Loan,Standard,Seville,37.3891,-5.9845,Online,EUR,0,71.76,0,617,5150.16,,
13219,4345,24/11/2023 00:00,Fee,7340.456876,Credit Card,Student,Barcelona,41.3874,2.1686,Online,EUR,36.13,0,0,819,7805.94,,
13220,7360,02/04/2025 00:00,Transfer,11187.8946,Mortgage,Platinum,Murcia,37.9847,-1.1287,Branch,EUR,0,0,0,512,9740.23,,
13221,5816,09/04/2023 00:00,Transfer,12217.7167,Mortgage,Standard,Murcia,37.9847,-1.1287,Mobile,EUR,0,0,0,408,5657.69,,
13222,4743,05/04/2023 00:00,Transfer,2299.088162,Savings Account,Business,Barcelona,41.3874,2.1686,Mobile,EUR,0,0,0,536,7895.81,,
13223,8159,03/07/2023 00:00,Transfer,2588.941098,Credit Card,Platinum,Seville,37.3891,-5.9845,ATM,EUR,14.72,0,0,691,5294.36,,
13224,1518,04/06/2024 00:00,Loan Payment,7985.669869,Credit Card,Gold,Seville,37.3891,-5.9845,Branch,EUR,44.8,0,29.09,699,3855.64,,
13225,1268,10/11/2023 00:00,Fee,5770.102855,Loan,Gold,Zaragoza,41.6488,-0.8891,Online,EUR,0,69.01,0,521,8960.91,,
13226,6444,15/04/2024 00:00,Transfer,4737.765162,Checking Account,Student,Malaga,36.7213,-4.4214,Online,EUR,0,0,0,774,5398.16,,
13227,6475,03/05/2024 00:00,Loan Payment,6409.374614,Mortgage,Standard,Murcia,37.9847,-1.1287,Online,EUR,0,0,154.86,332,8541.01,,
13228,5185,12/06/2024 00:00,Card Payment,1978.575167,Savings Account,Student,Seville,37.3891,-5.9845,ATM,EUR,0,0,0,416,4796.27,,
13229,6161,01/01/2024 00:00,Loan Payment,8338.722158,Loan,Gold,Barcelona,41.3874,2.1686,Mobile,EUR,0,1.9,6.64,360,8185.24,,
13230,4865,21/01/2024 00:00,Withdrawal,6511.189355,Credit Card,Business,Madrid,40.4168,-3.7038,Branch,EUR,36.98,0,0,430,4362.46,,
13231,9011,08/11/2024 00:00,Withdrawal,1544.878027,Savings Account,Business,Zaragoza,41.6488,-0.8891,Online,EUR,0,0,0,819,7157.71,,
13232,3335,27/02/2025 00:00,Deposit,2827.94311,Mortgage,Business,Malaga,36.7213,-4.4214,Mobile,EUR,0,0,0,633,4348.29,,
13233,4674,23/07/2024 00:00,Loan Payment,1969.663658,Mortgage,Business,Seville,37.3891,-5.9845,ATM,EUR,0,0,97.56,327,2816.05,,
13234,5576,14/04/2024 00:00,Deposit,894.1467426,Checking Account,Business,Murcia,37.9847,-1.1287,Branch,EUR,0,0,0,317,7877.02,,
13235,1500,04/02/2024 00:00,Loan Payment,7999.940771,Credit Card,Gold,Seville,37.3891,-5.9845,Branch,EUR,35,0,70.34,674,1675,,
13236,9083,15/03/2023 00:00,Transfer,4274.232568,Mortgage,Platinum,Malaga,36.7213,-4.4214,ATM,EUR,0,0,0,487,9434.94,,
13237,9294,12/01/2023 00:00,Transfer,3386.211619,Savings Account,Business,Valencia,39.4699,-0.3763,ATM,EUR,0,0,0,667,5779.09,,
13238,6543,28/10/2024 00:00,Deposit,1437.245597,Savings Account,Platinum,Malaga,36.7213,-4.4214,Online,USD,0,0,0,599,3922.51,,
13239,3746,23/08/2024 00:00,Transfer,3327.48715,Savings Account,Business,Malaga,36.7213,-4.4214,Online,EUR,0,0,0,630,3243.16,,
13240,4276,01/03/2023 00:00,Transfer,9626.324713,Credit Card,Student,Bilbao,43.263,-2.935,Mobile,EUR,23.89,0,0,811,7804.77,,
13241,4085,28/06/2023 00:00,Withdrawal,654.2802484,Credit Card,Standard,Murcia,37.9847,-1.1287,ATM,EUR,19.42,0,0,559,2116.61,,
13242,6735,03/08/2024 00:00,Transfer,9746.060214,Mortgage,Platinum,Malaga,36.7213,-4.4214,Branch,EUR,0,0,0,804,7698.04,,
13243,8796,09/07/2023 00:00,Withdrawal,2209.146402,Checking Account,Standard,Valencia,39.4699,-0.3763,Branch,EUR,0,0,0,519,3057.27,,
13244,7613,22/02/2025 00:00,Fee,653.5423931,Checking Account,Gold,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,0,0,822,3415.45,,
13245,2327,25/06/2023 00:00,Loan Payment,623.029192,Checking Account,Student,Madrid,40.4168,-3.7038,ATM,EUR,0,0,152.49,473,6958,,
13246,8772,01/02/2025 00:00,Withdrawal,4622.528882,Loan,Business,Seville,37.3891,-5.9845,Online,EUR,0,26.12,0,526,5659.33,,
13247,4746,24/07/2023 00:00,Card Payment,5292.372191,Credit Card,Business,Barcelona,41.3874,2.1686,Branch,EUR,4.02,0,0,792,5879.48,,
13248,6684,29/09/2024 00:00,Card Payment,6334.822921,Credit Card,Gold,Madrid,40.4168,-3.7038,Mobile,EUR,27.12,0,0,776,8427.79,,
13249,3562,25/02/2023 00:00,Withdrawal,8462.552261,Mortgage,Platinum,Barcelona,41.3874,2.1686,Online,EUR,0,0,0,436,6534.29,,
13250,5163,12/04/2024 00:00,Withdrawal,4479.565168,Savings Account,Business,Seville,37.3891,-5.9845,Mobile,EUR,0,0,0,384,6455.23,,
13251,4317,18/10/2024 00:00,Card Payment,1510.045283,Credit Card,Platinum,Zaragoza,41.6488,-0.8891,Branch,EUR,22.81,0,0,673,8303.09,,
13252,3436,26/04/2024 00:00,Loan Payment,6465.851025,Checking Account,Business,Bilbao,43.263,-2.935,Online,USD,0,0,32.93,682,4989.94,,
13253,6769,27/02/2023 00:00,Loan Payment,6564.541805,Loan,Platinum,Barcelona,41.3874,2.1686,Mobile,EUR,0,34.38,189.4,430,4564.56,,
13254,9499,20/02/2023 00:00,Loan Payment,4293.241051,Savings Account,Standard,Zaragoza,41.6488,-0.8891,Online,EUR,0,0,44.42,632,1864.05,,
13255,6918,13/05/2023 00:00,Card Payment,2131.085202,Savings Account,Platinum,Valencia,39.4699,-0.3763,ATM,EUR,0,0,0,625,1126.58,,
13256,2089,03/02/2024 00:00,Transfer,5988.656446,Loan,Gold,Valencia,39.4699,-0.3763,ATM,EUR,0,31.23,0,594,7507.23,,
13257,5555,23/02/2024 00:00,Withdrawal,5250.83631,Loan,Business,Malaga,36.7213,-4.4214,ATM,EUR,0,73.52,0,498,5394.19,,
13258,3394,31/10/2023 00:00,Loan Payment,952.3943954,Credit Card,Student,Murcia,37.9847,-1.1287,Online,EUR,43.04,0,50.4,703,9789.15,,
13259,7468,18/10/2023 00:00,Fee,1811.069497,Loan,Platinum,Barcelona,41.3874,2.1686,Online,USD,0,62.25,0,587,9666.44,,
13260,5004,25/12/2024 00:00,Card Payment,7718.331611,Mortgage,Student,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,0,792,1823.01,,
13261,1666,02/01/2025 00:00,Loan Payment,2662.009672,Savings Account,Platinum,Madrid,40.4168,-3.7038,ATM,USD,0,0,96.35,376,1750.44,,
